id,rating,cleaned_review,label,is_suggestion
3427,5,app amazing plz add something new features next moneys finished net serving,positive,0
3428,5,normal tv pani playstore chalcha sir,positive,0
3429,5,really good,positive,0
3430,5,good,positive,0
3431,1,doesnt open keeps loading loading,negative,0
3432,1,net fast banai dey aru kei chahinna esto slow net le pani kata bata 35 ko rating pako xa,negative,0
3433,5,good,positive,0
3434,5,good good,positive,0
3435,1,app fails open even using 150 mbps worldlink wifi connection useless,negative,0
3436,3,better,neutral,0
3437,1,awful service recommended,negative,0
3438,1,1 star ko layek ni xaina bakwas service ghari ghari net tv problems ghari net slow vanda ni time banai dinna,negative,1
3439,1,worst company ever,negative,0
3440,1,app doesnt open myworldlink app strikes,negative,0
3441,1,thukka developers,negative,0
3442,3,app working properly device filtering work black list rakheko mac id afai hatera janxa,neutral,0
3443,5,smooth useful,positive,0
3444,1,slow,negative,0
3445,3,app slow time,neutral,0
3446,1,worst app everin nepal need another one dang,negative,1
3447,1,ke ho yesto slow,negative,0
3448,5,good,positive,0
3449,4,useful,positive,0
3450,4,useful,positive,0
3451,1,geda jasto net x dont buy net guys,negative,0
3452,1,f u worldlink,negative,0
3453,4,ok,positive,0
3454,5,nice,positive,0
3455,5,good,positive,0
3457,5,best,positive,0
3458,4,app great though cant change wifi pwd app,positive,0
3459,5,wowo good,positive,0
3460,1,send problem report like says oops somethingvwent wrong,negative,1
3461,1,worldlink cant provide perfect satification customers dont common sense paid internet service dont prefer new user,negative,0
3462,1,last slow cha net150 mbps ho ki kbps ni patto pauna garo chak ho esto,negative,0
3463,5,good,positive,0
3464,5,nice app,positive,0
3465,1,gandu app,negative,0
3466,5,useful app,positive,0
3467,1,slow app,negative,0
3468,2,app isnt working entered mobile number always says oops something went wrong,negative,0
3469,1,mast,negative,0
3470,1,jhur application 05,negative,0
3471,1,buggy paid bill 1 year aug 9 2022 app still showing 2 days remaining tried opening ticket wont submit api response various button slow chito bhanekai worldlink put shame buggy app like gets deployed production tried creating another ticket message shows similar tickert already created still cant see ticket apps support section,negative,1
3472,5,nice,positive,0
3473,3,good,neutral,0
3474,5,super,positive,0
3475,3,working properly,neutral,0
3476,1,worst service ever ive asking weeks change location one gives damn ive calling like 34 times everyday still nothing strongly dont recommend,negative,0
3477,1,worst net,negative,0
3478,3,plz add logout feature app,neutral,0
3479,5,wowww,positive,0
3480,1,bad,negative,0
3481,1,worldlink wifi working properly dont know happening fixed,negative,1
3482,1,take much time getting results,negative,0
3483,5,notifications dont load fixed,positive,1
3484,5,easy useful use manage customise wifi configuration using app app also quick responsive,positive,0
3485,1,worst net,negative,0
3486,5,good app,positive,0
3487,4,working update,positive,1
3488,1,app taking action seriously,negative,0
3489,1,take 2hrs update,negative,1
3490,4,good nice fichears,positive,0
3491,1,bad done botton doesnt work new setting made,negative,0
3492,3,nettv doesnot work well channel sports channel,neutral,0
3493,1,satisfied aap,negative,0
3494,5,single word ie best,positive,0
3495,1,worst,negative,0
3496,5,good,positive,0
3497,1,doesnt even open whys,negative,0
3498,3,first time ho mero,neutral,0
3499,1,app full bugs band steering doesnt work,negative,1
3500,1,3 days without internet worst service ever,negative,0
3501,1,chutiya bannaucha worldlink le jabar jasti telemarketimg garera 3month ko subscription garna lagayo ani sakyo internet paila ko loadshedding ko jastai chalcha dheraijasto offline wouldnot suggest worldlink trying isp home try dishhome cg net viseversa,negative,1
3502,1,ohh well u suck,negative,0
3503,5,happy,positive,0
3504,1,problem solve herau xa khini kam gardain,negative,1
3505,5,highly appreciated service far issue,positive,0
3506,1,app loading phone,negative,0
3507,1,worse service kaligandaki syangja,negative,0
3508,1,loading,negative,0
3509,1,worst network provide world,negative,0
3510,1,bad apps,negative,0
3511,5,better experience,positive,0
3512,1,closed reported issue without confirming whether solved reopened ticket one seems care,negative,0
3513,1,working days,negative,0
3514,1,disgusting,negative,0
3515,2,worldlink ko net le worldlink kai app khuldaina app kholna data use garnu parcha,negative,0
3516,1,chaiya ko bayla chaldaina nachaiya ko bayla tw k kamm,negative,0
3517,5,usefull,positive,0
3518,5,okks,positive,0
3519,5,good,positive,0
3520,1,thinking wrong app developer person doesnt satisfying app never works properly good sad using app,negative,0
3521,2,app slow responsive,negative,0
3522,1,network bad network signal much nice play game internet say internet offline world link fix problem soon possible network slow well,negative,1
3523,5,good,positive,0
3524,5,good,positive,0
3525,1,disatisfy net local net better net,negative,0
3526,5,nice,positive,0
3527,5,good online payment service good,positive,0
3528,4,useful app good,positive,0
3529,1,worldlink network insecured slow,negative,0
3530,5,must useful apps apps helps give better experienceand take information wifi,positive,0
3531,5,nice,positive,0
3532,4,nice,positive,0
3533,3,nice app,neutral,0
3534,1,app slow takes ages load,negative,0
3535,5,good quality,positive,0
3536,3,doesnt internet speed claimed,neutral,0
3537,5,best wifi,positive,0
3538,5,good app like download,positive,0
3539,1,cant able change wifi passwordit irrelevant aap,negative,0
3540,5,nice,positive,0
3541,5,good app,positive,0
3542,5,app useful worldlink user control wifi place world,positive,0
3543,1,open hudaixaina randi ko ban worldlink,negative,0
3544,1,developer focus back end app fix bugs sometimes connect server,negative,1
3545,1,worst app work,negative,0
3546,5,top world worldlink xito vane kaii worldlink hoo,positive,0
3547,5,awesome,positive,0
3548,5,excellent,positive,0
3549,3,useful app,neutral,0
3550,2,jas,negative,0
3551,5,net service good,positive,0
3552,3,nice app concept good errors data provided speed test inaccurate also extend 3 days cut 3 days pay one month subscription,neutral,0
3553,5,well service,positive,0
3554,4,good fun,positive,0
3555,1,worst app ever,negative,0
3556,1,opening much time,negative,0
3557,1,real time update slow loading,negative,1
3558,4,good till know,positive,0
3559,1,worst network xyaa xyaa,negative,0
3560,1,poor service slow speed,negative,0
3561,1,slow x,negative,0
3562,1,worst,negative,0
3563,1,worst app doesnt login revolves home page,negative,0
3564,1,delete app worst app ever,negative,0
3565,1,hate app doesnt open keep loading net also slow worldlink hasnt need work app internet speed,negative,1
3566,1,poor connection,negative,0
3567,1,lado jasto mg khuldaina app jo,negative,0
3568,5,internet service soo good,positive,0
3569,5,goodsurvice,positive,0
3570,5,handy app user friendly options users needs,positive,1
3571,5,good,positive,0
3572,5,good,positive,0
3573,5,nice,positive,0
3574,5,good,positive,0
3575,4,best supporting isp provider nepal,positive,0
3576,1,app slow cant even explain many bugs sorted like active clients feature doesnt work properly cant access router directly app provides irritating experience management see easy get wont able work properly needs lot improvements,negative,1
3577,1,app working long time,negative,0
3578,2,pay app app keeps loading click pay option stores password plain text major flaw security network viewing connected devices takes extremely long load mostly inaccurate doesnt let us configure router,negative,0
3581,5,love product,positive,0
3582,5,nice,positive,0
3583,1,almost cannt open mobile,negative,0
3585,4,days hard call phone wifi working need address asap,positive,1
3586,5,super,positive,0
3587,1,slow app,negative,0
3588,1,worst ever network service provider using world link 15 years never satisfied internet speed currently using 200mbps plan 3 months got lot issue every day new issue created sometimes speed problem sometimes network disturb name 200 mbps even dont give 30mbps improvement world link waste money,negative,1
3589,4,good enough,positive,0
3591,1,supported app want used online pay,negative,0
3592,5,simply superb,positive,0
3593,4,convenient app,positive,0
3594,1,paisha la puggra hola paila paila jasto ramro xina aaila internet connection hami la vanya jasto facilities pako xina,negative,0
3595,1,hello sir app worked phone install open app touch options app problem came new update many times uninstalled cleared data nothing happened please fix problem,negative,1
3596,1,good app,negative,0
3597,1,app bad worst suggest use app network,negative,1
3598,5,superb,positive,0
3599,1,said paid 3 months ill get 1 month free paid 3 months havent gotten 1 month free ive extending account since 3 days today shouldnt get 1 month free app said paid rs 3560 15 mbps 3 months super irresponsible company big act neglecting,negative,1
3600,1,keeps lagging,negative,0
3601,5,sometimes work properly overall better,positive,0
3602,5,nice,positive,0
3603,5,love,positive,0
3604,1,slow,negative,0
3605,1,app sucks cant verification phone number,negative,0
3606,1,worst service ever,negative,0
3607,1,please make able see worldlink hotspot location worldlink app nearest surroundings location wise app feature benifit worldlink customers travel different destination set worldlink higher popular apart isp thank,negative,1
3608,1,negative rating option would given 10 rubbish appinternet app trash verification code didnt came app get closed automatically alot bugs internet slow usual need mention thing right last would like give humble opinion guys never try worldlink rather go cg net vianet thanks useless app occupied storage non anything,negative,1
3609,1,worst experience worldlink,negative,0
3610,1,app takes long open doesnot open phone hopeless,negative,0
3611,5,useful app,positive,0
3612,1,khatam net,negative,0
3613,4,awesome use fast furious,positive,0
3614,5,babbl xa,positive,0
3615,1,rupayaa ghatau 500 rs ko package ni liyera aau sabai dhani hudaina 500 rs ko small package 50mbps speed liyera aau,negative,0
3616,3,pay 1 month subscription online,neutral,0
3617,1,since using worldlink got lots network issue irritates internetmobile app customer service,negative,0
3618,1,worst wifi experience ever network much slow would destroy whole company never recommend wifi othersfffffff u,negative,0
3619,4,good experience informative messages subscription account,positive,0
3620,1,dont like app looks bad needs updated great beautiful ui app functions properly unable change wifi password please make better functional,negative,1
3621,1,wrost app,negative,0
3622,5,nice,positive,0
3623,5,best,positive,0
3624,3,coolnice,neutral,0
3625,5,nice app,positive,0
3626,1,please solve device feltering problem soon possible automatically,negative,1
3627,1,make faster app slow,negative,0
3628,4,ok,positive,0
3629,1,disappointed app device feltering working properly app many glitch,negative,0
3630,1,worst internet ever used proper facilities useri reporting problems since long customer service also always busyi thinking change internetwhen want add offers call us problems regarding internet dont receive call say fix problems minutes dont like kind activities nowadays lots problems regarding internet service,negative,1
3631,5,excellent,positive,0
3632,5,one best way handling wifi network application good worldlink team,positive,0
3633,5,nice,positive,0
3634,5,op,positive,0
3635,4,far working good,positive,0
3636,1,worst service among isp always delay solve problem,negative,1
3637,1,jasto net xa tastai ghatiya app pani xa,negative,0
3638,4,good experience,positive,0
3639,4,ok okey,positive,0
3640,1,upgrade,negative,0
3641,1,update aayo tara kahi kaam chaina app banaunaya lai app ko problem ka cha thachaina jastho cha ki kyaa ho ki mobile linu paryo nokia 1110 ho ani thaha huncha ki problem app ko,negative,1
3642,1,waste time totally,negative,0
3643,5,app running long,positive,0
3644,4,doesnt open,positive,0
3645,1,worst worst worst,negative,0
3646,1,app isnt workingi lost password open app working,negative,0
3647,1,update app nai khuldaina mare ni password automatic pahileko vayo afule change nagarda ni,negative,1
3648,1,app doesnt open doesnt load main screen update jun 25 2023 pls fix,negative,1
3649,1,updatethe application working meannot opening,negative,1
3650,1,fast net,negative,0
3651,1,worst app ever need reinstall everytime open doesnt open time,negative,1
3652,2,ok,negative,0
3653,3,slow working need function,neutral,1
3654,4,good service,positive,0
3655,5,best know status internet internet subscription account,positive,0
3656,1,useless internet ever,negative,0
3657,5,great world link net good working network,positive,0
3658,1,opps something went wrong,negative,0
3659,5,havent encountered major lengthy setbacks since day one wlink installation enjoying service 10 years,positive,0
3660,5,wonderfull,positive,0
3661,1,pin khoi,negative,0
3662,1,bad router performance,negative,0
3663,1,app stopped working last 3 days,negative,0
3664,1,poor service poor net speed,negative,0
3665,2,updated new version apps working fedup happening,negative,1
3666,1,possibility give less slow vnekai world link plz use slogan suits,negative,0
3667,5,like service,positive,0
3668,1,loading blank screen,negative,0
3669,3,good day day,neutral,0
3670,5,one best wifi service provider country,positive,0
3671,1,worst app ever doesnt even load,negative,0
3672,5,like world links service,positive,0
3673,5,servicr provider kind,positive,0
3674,2,nice app,negative,0
3675,1,many bugs whiteblack listing mac address doesnt work properly slow sometimes app doesnt open,negative,1
3676,1,worst,negative,0
3677,5,op,positive,0
3678,1,worst net provider,negative,0
3679,1,randikoban net machine,negative,0
3680,1,minus rating would given offered scheme one month free 3 months payment done didnt added extra one month 3 months expired asked pay one month would add extra one month pay another one month still problem prevails also visited office several times didnt respond query irresponsible huge company,negative,1
3681,5,good,positive,0
3682,5,amazing never seen type wireless fidelity,positive,0
3683,1,hire good app developer optimize app slow buggy,negative,1
3684,1,many glitches,negative,0
3685,5,nice,positive,0
3686,4,support service quicker phone call,positive,0
3687,5,nice,positive,0
3688,1,cant provide new router even installing new connection bad service provider,negative,0
3689,1,worse experience ever,negative,0
3690,1,worst internet ever bought 78 mbps net provides 12 mbps dot buy world link,negative,0
3691,3,useless app working smoothly fell irritating using app works slowly think worldlink team experience technician,neutral,0
3693,1,worst service provider worldlink never received call internet issues dont suggest worldlink anyone,negative,1
3694,1,reputative company nepal app slow saatisfied app experience,negative,0
3696,5,good,positive,0
3697,2,app extremely slow takes 23 minutes open internet,negative,0
3698,5,good,positive,0
3699,2,band steering button app workingpoease fix turn,negative,1
3700,1,internet slow app doesnt run loads loads fix app problem,negative,1
3701,1,shittest internet even call complain errors im facing would leave call dont respond suggest fall chitto bhanekai worldlink exact opposite statement dhila bhanekai worldlink,negative,1
3702,3,good,neutral,0
3703,5,fantastic,positive,0
3704,4,working properly,positive,0
3705,1,poor customer service,negative,0
3706,1,worst service daysshould call center almost daily restoration network hard operate laptop 3 mobileswould rate 0 possible,negative,1
3707,5,amazing app,positive,0
3708,1,good internet always come minor problem cant solve need apologise thank,negative,1
3709,1,bad app connect first time use 1 month speed slow fix 1month issu need speed fast like first time router bye speed,negative,1
3710,1,complaint dosenot take seriouslyits wrost service shifting,negative,0
3711,4,good,positive,0
3712,1,kaso,negative,0
3713,5,changing router 5g network internet became slower please fix soon possible,positive,1
3714,1,net tv functioning,negative,0
3715,5,keep,positive,0
3716,1,cant updated phone,negative,1
3717,1,euta matrai device wifi connect huda ta slow xa chikne muji haru,negative,0
3718,5,good,positive,0
3719,3,better,neutral,0
3720,1,sir net slow improve network network give good response,negative,1
3721,5,good,positive,0
3722,1,world link app functioning properly become logout automatically also people also login easy please try fix make system log one device somebody login need special code anything dont make system one device another device need permission wish us,negative,1
3723,1,app worthless internet trash thing app dissapoint us paying rs17000 isp trash think worldlink improve internet first promote trash app,negative,1
3724,5,loved,positive,0
3725,1,muji poisa tw purai linxa tw net chai kina lado jasto bela bela matrai chalakoo,negative,0
3726,5,good,positive,0
3727,1,poor internet terrible customer service,negative,0
3728,2,expensive,negative,0
3729,5,good service provider,positive,0
3730,1,takes forever load working device android 12,negative,0
3731,1,good cant choose subscription time choose three month subscription despite wish app,negative,0
3732,5,awesome,positive,0
3733,1,bad app channel management feature,negative,0
3734,5,open app happened,positive,0
3735,5,useful app,positive,0
3736,1,worst decision life choosing world link,negative,0
3737,1,worke,negative,0
3738,4,nice,positive,0
3739,4,good,positive,0
3740,5,easy informative,positive,0
3741,1,app slow able open app since long time,negative,0
3742,1,geda jastooo xa net masale,negative,0
3743,1,bakwaste,negative,0
3744,5,scam,positive,0
3745,5,berry good app,positive,0
3746,5,good,positive,0
3747,1,prompt response,negative,0
3748,4,app use full,positive,0
3749,1,app haru features dinalai banauxa myworldink app features ghatauna lukauna banako rahexa slow app play store ko sab vanda khatam app,negative,0
3751,1,yasto jhur internet last date matra msg garx yasto offer testo offer vanera kasaile pani worldlink join na garnus,negative,0
3752,1,sabai ghateyaaa net,negative,0
3753,4,good,positive,0
3754,1,worst experience app slow doesnt even open times internet even worse wouldnt even like star complain,negative,0
3755,1,bad service,negative,0
3756,1,responding,negative,0
3757,1,bhut karab hai,negative,0
3758,1,cant loadopen app,negative,0
3759,5,nice app,positive,0
3760,5,ankit,positive,0
3761,5,super supup,positive,0
3762,1,kasto ghatiya app ho jahile kholeni khuldaina,negative,0
3763,1,stupid isp customer care whatsoever app slow like internet havent got good internet purchasing yearly package,negative,0
3764,4,best nepal yet,positive,0
3765,1,one star world link already knew,negative,0
3766,5,good app wold link,positive,0
3767,5,great wold link wife net,positive,0
3768,5,easy use,positive,0
3769,5,lovelllyyy,positive,0
3770,5,good experience,positive,0
3771,4,ok operate loyal customer would love suggest make world link 1 forever 1 plz ensure faster payment esewa well 2 would joyful using reward point topup payment via esewa reward point thanks,positive,1
3772,1,nice,negative,0
3773,1,app wont open,negative,0
3774,1,sumit khaja ghar password change password 2222222222,negative,0
3775,3,app,neutral,0
3776,1,worst internet ever worst namsatey ever play game fps gone high one time thought destroy router humble request wld link team provide best internet service,negative,0
3777,5,world link wifi like ket world link app,positive,0
3778,5,good app,positive,0
3779,4,overall good,positive,0
3780,5,nice apps,positive,0
3781,5,perfect service customers,positive,0
3782,5,time wifi nt work changing password app,positive,0
3783,5,facing issues since couple days working perfectly,positive,0
3784,5,good,positive,0
3785,3,well better dicrease plan,neutral,0
3786,5,give update,positive,1
3787,5,damii,positive,0
3788,5,exalent,positive,0
3789,5,super speed super lovely,positive,0
3790,1,bad network provider dont use network,negative,0
3791,1,raughat ko garuda worldlink le thag ne garcha naam ko 100mbps dincha rs 1250 youtube video chal cha 240p360p always buffering videochor company tv add din cha rs 1200ma 200 mbpspahila subisu use gar thiyo 30mbps din thiyo jahile pani 720p1080p chal thiyo buffering worldlink ko naam dherai sune ko thiyo tesaile net jore chor company userchandan prasad sah,negative,0
3792,5,good,positive,0
3793,5,good,positive,0
3794,1,successfully uninstalled doest open s20 fe 5g android 12 gets stuck worldlink logo madarchod app,negative,0
3795,5,best internet mobile app asia vijitha fernando sri lanka aster innovations,positive,0
3796,3,0rerty bad app,neutral,0
3797,1,app opening,negative,0
3798,1,worst customer service go hell world link esp narayangarh brach stuck service since three days response dont ever opt world link want steady network amiable customer servicee repairment problems arose,negative,1
3799,1,worst support birgunj branch recommend please dont use service worldlink online representative also responding vishes_fpokr user id check many times raised tickets problem,negative,1
3801,5,good,positive,0
3802,3,ok,neutral,0
3803,5,really best like,positive,0
3804,1,app working,negative,0
3805,5,service akdam best cha mero wire 3 fera kukur ley tokeyra bigardidah ni provide best service tyo ni free cost thank worldlink,positive,0
3806,5,wow nice application,positive,0
3807,5,good,positive,0
3808,5,nice work,positive,0
3809,1,disgusting app doesnt work properly progress always lacking plz stop stupid app,negative,0
3810,5,show detail installation date,positive,0
3812,5,best,positive,0
3813,5,good,positive,0
3814,1,worst service 12 din vaisakyo tv jodna bolak aajhai aaunnw yesto net ni k kam,negative,0
3815,5,good,positive,0
3816,5,good net,positive,0
3817,5,good work,positive,0
3818,1,app best internet worst nerver install wordlink wifi regret installed wifi worst always say interest connection dont dont mistake like install wifi worst useless wifi brand,negative,0
3819,5,world link useful app,positive,0
3820,1,nepals no1 isp lot glitches isnt acceptable recently tried login didnt receive authentication code mobile router showing 245g together arent seperate ssids logged glitchy app option called band steering able change weather show ssid seperate ssid 24 5ghz guess wasnt able change getting alert nothing save try change,negative,1
3821,1,fix problem playing games ping highso hope worldlink fix problem,negative,1
3822,1,bad,negative,0
3823,5,good,positive,0
3824,1,give rate poor connection improve service otherwise going disconnect world link connectionbecause nowadays worldlink making irritatedso please improve service,negative,1
3825,1,otp received app login,negative,0
3826,3,lot space improve app,neutral,1
3827,5,good im scared network change net password time,positive,0
3828,1,worst service,negative,0
3829,5,bad network ever,positive,0
3830,5,dipsk verma,positive,0
3831,1,nice app,negative,0
3832,1,get code number,negative,0
3833,1,app doesnt open,negative,0
3834,4,good,positive,0
3835,1,get verification code world link app,negative,0
3836,1,worldlink worst decision ever taken slow internet connection takes lot time load videos datas,negative,0
3837,2,app stopped workingpassword k thyo herna paryo bhaneko khoi herna ni mildaina,negative,0
3838,1,worst decision ive ever made,negative,0
3839,1,useless app automatically logout login didnt send otp,negative,0
3840,1,app working trying change wifi password app opening,negative,0
3841,5,good services,positive,0
3842,5,want tell one thing worldlink marketing scheme good,positive,0
3843,1,lots bugsthey solve bugs one day dont care coz nepal,negative,1
3844,3,better math yesterday,neutral,0
3846,5,excellence,positive,0
3847,1,worst internet connection dont recommend worldlink,negative,0
3848,1,randi ko chak jasto app aaja 20220427 yo gu app nakhuleko 5din vayo muji hru lai fb ig viber whatsapp sabai msg gare sabai bot matra bolxa aaba cg net halni ho,negative,0
3849,5,app best,positive,0
3850,2,much improvement needed features concepts good needed work,negative,1
3851,1,speed meter le 294 dekhauxa net dherai slow xa,negative,0
3852,1,worst internet ever,negative,0
3853,2,poor quality,negative,0
3854,3,much slow open app far internet speed dont provide half speed purchase taken 100 mb package 45mb actual,neutral,0
3855,1,lasteii slow chalxa xya fogtya worldlink leko,negative,0
3856,5,good,positive,0
3857,2,opening nepali unknown view internet network,negative,0
3858,4,nice speed,positive,0
3859,5,super,positive,0
3860,1,worldlink wife perfect gaming plz dont join network,negative,0
3861,5,th one worldlink east west worldlink best,positive,0
3862,5,good,positive,0
3863,5,faster networking,positive,0
3864,5,nice,positive,0
3865,5,good,positive,0
3866,5,op,positive,0
3867,4,user friendly simplicity key point whenever change network hidden quite difficult otherwise top notch,positive,0
3868,5,service good,positive,0
3869,1,connection slow hell stays buffering mode time called customer care would say pay money take 5g get better thing told fiber guessed business done good one,negative,0
3870,1,worst app experience please work app performance renposiveness,negative,1
3871,1,app opening idk frustrated,negative,0
3872,1,sub vanda lapabarha net kohiley najoda technical issues vayo vani 3 din poxi aauxa manxey,negative,0
3873,3,nice,neutral,0
3874,5,verry easy use,positive,0
3875,5,good network,positive,0
3876,5,good service,positive,0
3877,1,work sell numbers,negative,0
3878,3,unable open app since 2 weeks quality becoming worse app user friendly,neutral,0
3879,5,good,positive,0
3880,1,app good time customer service bad bad theyll make angry pick phone keep hold balance finish didnt cut customer service im giving 1 star otherwise app good bad good talk nicely fix problem give 1 star nice,negative,1
3881,5,good,positive,0
3882,5,useful,positive,0
3883,1,worst decision choosed worldlink case internet network wanted change password since long time app worldlink even doesnt work official website worldlink also working facing alot problems worst customer care service ever face company thats make app work properly soon possible,negative,1
3884,5,love ly,positive,0
3885,3,yo sometimes like internet available add whitelist device block add blacklist open like vip fix glitch many times internet avabile,neutral,1
3886,1,world link worst net company world link net slow im playing game watching tik tok would advise fix net problem thanks,negative,1
3887,5,good,positive,0
3888,5,good,positive,0
3889,5,hello sir namaste good morning dendi sherpa kapan kathmandu,positive,0
3890,1,cant get opened,negative,0
3891,1,think hearing users problem improve net issue say sorry apologize done soon dont face useless noet issue think pay nothing data far better net,negative,1
3892,1,yearly package users wifi sucks,negative,0
3893,1,slow download,negative,0
3894,1,wont able used device filtering feature customer support ticket used less get call 2 3 days ticket opening,negative,0
3895,1,poor,negative,0
3896,1,new years ko wish garnu vanda net service ramro dine gar janta ko paisa khao xa ani net quaility chai zero chharate 0 dinu hunthyo tyo pane dherey hunxa,negative,0
3897,1,khate net ho yo,negative,0
3898,1,super,negative,0
3899,5,excellent,positive,0
3900,5,lowest internet connection,positive,0
3901,5,good,positive,0
3902,1,disaster experience run online office work inside server annoying high ping frequent disconnection,negative,0
3903,1,worst wifi brought 5g router make speed internet fast go slow,negative,0
3904,1,responding tried 100 times,negative,0
3905,5,thank wordlink,positive,0
3906,5,like,positive,0
3907,3,payment app shows change status account,neutral,0
3908,5,nice,positive,0
3909,5,easy use,positive,0
3911,3,net fast,neutral,0
3912,3,good sometimes getting slow otherwise fine,neutral,0
3913,5,thank much,positive,0
3914,1,slow net,negative,0
3915,1,tired service1 star rating also lot give going change connection next month,negative,0
3916,5,awesome,positive,0
3917,1,worldlink refer internet service others refering customer get service extension staff working worldlink office get extended internet service instead refering customer,negative,0
3918,1,worst app plz update didnt get otp took 12days still,negative,1
3919,1,worst experience ever cant even task completely say look made changes connection getting worst cant surf properly internet connection problem,negative,1
3920,1,app doesnt run phone,negative,0
3921,1,good coverage good nettv pakeges good area free wifi myworldlink apps dont work,negative,0
3922,5,like worldlink,positive,0
3923,5,best,positive,0
3924,1,worst service ever cant even restart router official app installed phone,negative,0
3925,5,babal,positive,0
3926,1,app working update,negative,1
3927,1,worst internet connection biggest waste money biggest mistake life ever,negative,0
3928,1,slow net,negative,0
3929,1,2 mahina dekhi app khulekai xaina ta kasto bakwass hai,negative,0
3930,5,niceandbest,positive,0
3931,4,good everything going fast,positive,0
3932,5,happy,positive,0
3933,1,app doesnt open response app try open app show white blank spacee sucks thing app,negative,0
3934,5,really best app keep contiue date,positive,0
3935,1,wifi low speed heigh cost,negative,0
3936,5,good place get internet,positive,0
3937,1,trash app,negative,0
3938,1,doesnt open bad app cant change password almost 6 months,negative,0
3939,5,good,positive,0
3940,1,poor network facilities provide dont ever use world link network im also changing,negative,0
3941,1,world link cheater better avoid dis satisfied customer never response well cant talk supervisor problem,negative,1
3942,1,cant change wifi password wifi password change page goes blank,negative,0
3944,1,cant check wifi password app recent update worldlink knows useless time passes,negative,1
3945,1,worst net nepalkoiii pane nahalnu hola yooo net kaaam naiii xna yo mc net koiii paneee najodnu hoiiii plz kaaam xna yo net ko yo lutna aako net hoooo,negative,0
3946,2,network unstable,negative,0
3947,5,easy use high security,positive,0
3948,5,awesome,positive,0
3949,4,good,positive,0
3950,4,please add wifi channel selection,positive,1
3951,1,option degrading minus rating go coz im unsatisfied networking issues,negative,1
3952,1,yo app kina ani kasle banako kabaadi app binakaamko app features kehi xaina routerma vaekoni use garna napaune tait yo app le garda worldlinkko internet hataera arko jodna man lagyo 3 years dekhi kabadi app dekhera rish uthisakyo malaita,negative,0
3953,1,slowest apps google play store,negative,0
3954,5,good,positive,0
3955,3,app working,neutral,0
3956,4,sometimes slow,positive,0
3957,1,third class app working mobile complain many time problem fix,negative,1
3958,1,slow connection without inform quickly phone response,negative,0
3959,5,best app,positive,0
3960,1,ever since upgraded range jhan po slowwwww bhako chha wifi ta mbps badhako ta matlab nai bhayena ta opposite chhito bhanekaii worldlink app khulna ni etii time lagchha kii plz something kasari k hunchha paisa gaye anusar wifi ramro hunu nii,negative,0
3961,1,app usually doesnt even work,negative,0
3962,5,good,positive,0
3963,1,want give app zero rating,negative,0
3964,5,best app,positive,0
3965,4,good,positive,0
3966,5,ope,positive,0
3967,2,app doesnt load phone keep loading solve issue soon possible,negative,0
3968,1,worst frustrating app ever always take long time open,negative,0
3969,1,worst app ever need doesnt open,negative,1
3970,1,buged app bug pubg,negative,1
3972,5,good,positive,0
3973,4,per want,positive,0
3974,1,randi ko choro ra choro haru developer chimney muji k torpe app banako internet usage aaile samma fix gareko chaina sab ramro developers bidesh gayeko natija ho yo,negative,1
3975,5,good net,positive,0
3976,5,awesome,positive,0
3977,1,boring internet service waste money slow short area range show running speed 50mbps working properly,negative,0
3978,5,good,positive,0
3979,5,good,positive,0
3980,2,badyeta le chalaira ho natra slow kei khuldaina yr guess worldlink focus also,negative,1
3981,1,worst internet,negative,0
3982,4,much better,positive,0
3983,4,useful app users bit slower though,positive,0
3984,5,nice,positive,0
3985,5,good show mobile name along ip address blocked list please,positive,1
3986,5,good myworldlink ok network,positive,0
3987,3,nice app change password,neutral,0
3988,5,work good,positive,0
3989,1,worst app customer work,negative,0
3990,1,good,negative,0
3991,5,excellent service,positive,0
3992,2,connected device found,negative,0
3993,1,worst wifi ever ive used whole life first 12 month subscription quite fine 20 mbps ive changed 80 mbps 4 times greater cant even play youtube video properly worst wifi experience ever never recommend anyone reader ever join wifi,negative,0
3994,5,nice help full apps,positive,0
3995,5,good,positive,0
3996,5,nic,positive,0
3997,1,slow network myworldlink app work time,negative,0
3998,1,worst internet service,negative,0
3999,5,good,positive,0
4000,1,scam puts virus device plese delete,negative,0
4001,5,best app ever useful,positive,0
4002,5,thats awesome,positive,0
4003,1,poor customer service facilities,negative,0
4004,1,good,negative,0
4005,5,decent app,positive,0
4006,4,good,positive,0
4007,5,good,positive,0
4008,1,world link poot internet,negative,0
4009,1,money focused app,negative,0
4010,4,app improving,positive,0
4011,1,poor app always failed communicate device need internet open app useless app slow,negative,1
4012,1,app dummy app nothing doesnt work people saw app everybody think provide us features make confuse make difficult use system feature happy brand,negative,0
4013,4,thik xa,positive,0
4014,1,worst internet service every timr 600 400 ms playing,negative,0
4015,1,bad internet connection,negative,0
4016,5,best internet service rovider app helpful well,positive,0
4017,5,mkhalidmazan,positive,0
4018,1,net really slow gaming,negative,0
4019,1,poor,negative,0
4020,1,havent able open app since last update tech team seriously need improve capacity even star rate,negative,1
4021,1,today 17th march see data usage 1st march cant see last 7 days data usagewlink must fix,negative,1
4022,1,working opening,negative,0
4023,5,thank,positive,0
