review,cleaned_text,sentiment,confidence,is_suggestion,suggestion_text
lacking far many settings youre going allow us access router page least add important features simple ones like password change making customers contact customer support change minor settings tedious us well employees,lacking far many settings youre going allow us access router page least add important features simple ones like password change making customers contact customer support change minor settings tedious us well employees,NEGATIVE,0.996,True,lacking far many settings youre going allow us access router page least add important features simple ones like password change making customers contact customer support change minor settings tedious us well employees
worst service three day wifi working complain keep saying fixing,worst service three day wifi working complain keep saying fixing,NEGATIVE,1.0,True,
wish could rate 0,wish could rate 0,NEGATIVE,0.99,True,
strongly advise worldlink users avoid using services several reasons steer clear worldlink firstly paid entire year find needing disconnect reason forget getting refund worldlink refuses provide reimbursement leaving significant loss moreover worldlink far reliable despite promises consistent connectivity highspeed internet,strongly advise worldlink users avoid using services several reasons steer clear worldlink firstly paid entire year find needing disconnect reason forget getting refund worldlink refuses provide reimbursement leaving significant loss moreover worldlink far reliable despite promises consistent connectivity highspeed internet,NEGATIVE,0.517,True,
slow app work mac filteringthere lots bug needs improvementi always feel hesitage use app due slow property,slow app work mac filteringthere lots bug needs improvementi always feel hesitage use app due slow property,NEGATIVE,0.999,True,slow app work mac filteringthere lots bug needs improvementi always feel hesitage use app due slow property
app bugged tried mac filtering saving changes please wait box takes 5mins finish finishes 90 time says something went wrong provides little customization router absolutely hate worldlink even allow us access routers settings ont 192168 thing get around problem oh customer support worst makes frustrated without solving problems,app bugged tried mac filtering saving changes please wait box takes 5mins finish finishes 90 time says something went wrong provides little customization router absolutely hate worldlink even allow us access routers settings ont 192168 thing get around problem oh customer support worst makes frustrated without solving problems,NEGATIVE,0.999,True,app bugged tried mac filtering saving changes please wait box takes 5mins finish finishes 90 time says something went wrong provides little customization router absolutely hate worldlink even allow us access routers settings ont 192168 thing get around problem oh customer support worst makes frustrated without solving problems
hijo bharkhar wifi install gareko app ta name change ra password change bahek aru kunai setting nai kam gardaina nai ta yo problem chito fix gardinu hola,hijo bharkhar wifi install gareko app ta name change ra password change bahek aru kunai setting nai kam gardaina nai ta yo problem chito fix gardinu hola,NEGATIVE,0.994,True,hijo bharkhar wifi install gareko app ta name change ra password change bahek aru kunai setting nai kam gardaina nai ta yo problem chito fix gardinu hola
add remove mac device connected network would grateful could add feature,add remove mac device connected network would grateful could add feature,NEGATIVE,0.95,True,add remove mac device connected network would grateful could add feature
hi router offline 2 weeks tried contacting didnt care finally got fixed today exact 2 weeks first ticket technicians told ki fault router wont getting compensation days plus pay adaptor ive already paid router installation 3 months ko adaptor,hi router offline 2 weeks tried contacting didnt care finally got fixed today exact 2 weeks first ticket technicians told ki fault router wont getting compensation days plus pay adaptor ive already paid router installation 3 months ko adaptor,NEGATIVE,0.996,True,
app run phone nonsense app plz fix bug,app run phone nonsense app plz fix bug,NEGATIVE,1.0,True,app run phone nonsense app plz fix bug
hawa app support nai ramro didainan using app block add get issue internetand add blocked use features,hawa app support nai ramro didainan using app block add get issue internetand add blocked use features,NEGATIVE,0.998,True,hawa app support nai ramro didainan using app block add get issue internetand add blocked use features
worst app experience ever faced tried login many times got message oops something went wrong got irritating even cant login via google facebook please fix bloody bug,worst app experience ever faced tried login many times got message oops something went wrong got irritating even cant login via google facebook please fix bloody bug,NEGATIVE,1.0,True,worst app experience ever faced tried login many times got message oops something went wrong got irritating even cant login via google facebook please fix bloody bug
think adding new section would great latest info offers 2017_review app stuck loading screen like forever please fix app worldlink,think adding new section would great latest info offers 2017 review app stuck loading screen like forever please fix app worldlink,NEGATIVE,0.987,True,think adding new section would great latest info offers 2017_review app stuck loading screen like forever please fix app worldlink
please dont use net full money waste doesnt work properly also,please dont use net full money waste doesnt work properly also,NEGATIVE,1.0,True,please dont use net full money waste doesnt work properly also
cant even open app keeps crashing please fix,cant even open app keeps crashing please fix,NEGATIVE,0.998,True,cant even open app keeps crashing please fix
fix app else remove uses app doesnt even works 10 days app even functioning shows worldlink rather doesnt even works fix asap customers able see connection status app even moving remove app cant solve issue fix asap poor service worldlink feel shame calling number one isp,fix app else remove uses app doesnt even works 10 days app even functioning shows worldlink rather doesnt even works fix asap customers able see connection status app even moving remove app cant solve issue fix asap poor service worldlink feel shame calling number one isp,NEGATIVE,0.999,True,fix app else remove uses app doesnt even works 10 days app even functioning shows worldlink rather doesnt even works fix asap customers able see connection status app even moving remove app cant solve issue fix asap poor service worldlink feel shame calling number one isp
improve app always shows runtime error gets hang automatically gets closed please make smooth,improve app always shows runtime error gets hang automatically gets closed please make smooth,NEGATIVE,0.928,True,improve app always shows runtime error gets hang automatically gets closed please make smooth
hello worldlink communication technical support team would like report problem myworldlink app app used screen reader blind users facing difficulties controlling wifi none options clicked issue present sighted users use app without problems app otherwise accessible blind users issue options clickable could please investigate fix problem thank,hello worldlink communication technical support team would like report problem myworldlink app app used screen reader blind users facing difficulties controlling wifi none options clicked issue present sighted users use app without problems app otherwise accessible blind users issue options clickable could please investigate fix problem thank,NEGATIVE,0.994,True,hello worldlink communication technical support team would like report problem myworldlink app app used screen reader blind users facing difficulties controlling wifi none options clicked issue present sighted users use app without problems app otherwise accessible blind users issue options clickable could please investigate fix problem thank
app work login phone number please fix error asap,app work login phone number please fix error asap,NEGATIVE,0.997,True,app work login phone number please fix error asap
app slow please fix,app slow please fix,NEGATIVE,0.987,True,app slow please fix
poorest service untrusted customer care 8 times raised ticket due low optical fibre slow connection without survey worldlink closing tickets showed fake survey person visited check issue said time interested resolve issue please confirm issue switch another service provider,poorest service untrusted customer care 8 times raised ticket due low optical fibre slow connection without survey worldlink closing tickets showed fake survey person visited check issue said time interested resolve issue please confirm issue switch another service provider,NEGATIVE,0.998,True,poorest service untrusted customer care 8 times raised ticket due low optical fibre slow connection without survey worldlink closing tickets showed fake survey person visited check issue said time interested resolve issue please confirm issue switch another service provider
band steering issue still fixed still says invalid config parameter manually turned want turn ideal contact staff everytime want turn,band steering issue still fixed still says invalid config parameter manually turned want turn ideal contact staff everytime want turn,NEGATIVE,0.998,True,
add logout options two router home office login need delete app reinstall login another account,add logout options two router home office login need delete app reinstall login another account,NEGATIVE,0.998,True,add logout options two router home office login need delete app reinstall login another account
please change companys tagline service inconsistent,please change companys tagline service inconsistent,NEGATIVE,0.997,True,please change companys tagline service inconsistent
enable disable wifi schedule time included apps settings added apps apps better please add feature possible time user required night 11 pm morning 6,enable disable wifi schedule time included apps settings added apps apps better please add feature possible time user required night 11 pm morning 6,NEGATIVE,0.885,True,enable disable wifi schedule time included apps settings added apps apps better please add feature possible time user required night 11 pm morning 6
safenet working please fix bug,safenet working please fix bug,NEGATIVE,0.996,True,safenet working please fix bug
needed closed company thank u,needed closed company thank u,POSITIVE,0.966,True,
app isnt well optimized device filtering features doesnt works needed works sometimes selected one devices get blocked sometimes device filtering unable work,app isnt well optimized device filtering features doesnt works needed works sometimes selected one devices get blocked sometimes device filtering unable work,NEGATIVE,0.997,True,
good necessary features could improved future increase reliability,good necessary features could improved future increase reliability,POSITIVE,0.974,True,
world link team please one future google chrome show customer potel,world link team please one future google chrome show customer potel,POSITIVE,0.997,True,world link team please one future google chrome show customer potel
world link team please update ur aap make sure thes aap better,world link team please update ur aap make sure thes aap better,NEGATIVE,0.829,True,world link team please update ur aap make sure thes aap better
problems cant fix need go office,problems cant fix need go office,NEGATIVE,0.998,True,problems cant fix need go office
pls add downloding speed booster function app usefull usthank,pls add downloding speed booster function app usefull usthank,NEGATIVE,0.992,True,pls add downloding speed booster function app usefull usthank
dear sirmam satisfied using spped soo amazing soo happy seeing problem router wifi report world link team solve instantly one problem apk dual band steering control options available app please fix worldlink team,dear sirmam satisfied using spped soo amazing soo happy seeing problem router wifi report world link team solve instantly one problem apk dual band steering control options available app please fix worldlink team,POSITIVE,0.812,True,dear sirmam satisfied using spped soo amazing soo happy seeing problem router wifi report world link team solve instantly one problem apk dual band steering control options available app please fix worldlink team
like app router need chrome thats reason,like app router need chrome thats reason,NEGATIVE,0.982,True,
worldlink app open nowadays says worldlink needs update try update closes app uninstall downloaded thing happened,worldlink app open nowadays says worldlink needs update try update closes app uninstall downloaded thing happened,NEGATIVE,0.993,True,worldlink app open nowadays says worldlink needs update try update closes app uninstall downloaded thing happened
hell guys need location use app please remove useless permission,hell guys need location use app please remove useless permission,NEGATIVE,0.999,True,hell guys need location use app please remove useless permission
cant open app use app download latest version mentioned notification neither could download open need help,cant open app use app download latest version mentioned notification neither could download open need help,NEGATIVE,0.997,True,
app working please update,app working please update,POSITIVE,0.997,True,app working please update
net tv ko channel haru khoi mobile chalne channel haru gayb xan tv jasri pani add garnu worldlinkteam,net tv ko channel haru khoi mobile chalne channel haru gayb xan tv jasri pani add garnu worldlinkteam,NEGATIVE,0.983,True,net tv ko channel haru khoi mobile chalne channel haru gayb xan tv jasri pani add garnu worldlinkteam
gus need improve lot,gus need improve lot,NEGATIVE,0.89,True,gus need improve lot
1 star bocz unable update need time,1 star bocz unable update need time,NEGATIVE,0.662,True,
connect worldlink wifi 3 month ago connect 2 week start net slow problem 3 month morning ang evening wifi slow could work ekery day morning evening become lack slow worst wifi fix net problem first,connect worldlink wifi 3 month ago connect 2 week start net slow problem 3 month morning ang evening wifi slow could work ekery day morning evening become lack slow worst wifi fix net problem first,NEGATIVE,0.996,True,connect worldlink wifi 3 month ago connect 2 week start net slow problem 3 month morning ang evening wifi slow could work ekery day morning evening become lack slow worst wifi fix net problem first
u need slow internet net,u need slow internet net,NEGATIVE,0.995,True,
worldlink ko sewa subisha sabai ramro xa tara worldlink ko 2 ota sewa chy man paren malai 1 maps address rakhda kheri 8 ota vandda badhi mobile haru add hudain 2 kunai pani unknown device 8 ota vandda vayo vane block garnu paudain ra aru internet company le jastai vainet classic tech le esto sewa deko xa tara worldlink le chy man esto sewa deko xain eti subisha haru worldlink le garnu paro,worldlink ko sewa subisha sabai ramro xa tara worldlink ko 2 ota sewa chy man paren malai 1 maps address rakhda kheri 8 ota vandda badhi mobile haru add hudain 2 kunai pani unknown device 8 ota vandda vayo vane block garnu paudain ra aru internet company le jastai vainet classic tech le esto sewa deko xa tara worldlink le chy man esto sewa deko xain eti subisha haru worldlink le garnu paro,NEGATIVE,0.996,True,worldlink ko sewa subisha sabai ramro xa tara worldlink ko 2 ota sewa chy man paren malai 1 maps address rakhda kheri 8 ota vandda badhi mobile haru add hudain 2 kunai pani unknown device 8 ota vandda vayo vane block garnu paudain ra aru internet company le jastai vainet classic tech le esto sewa deko xa tara worldlink le chy man esto sewa deko xain eti subisha haru worldlink le garnu paro
like app yrr bhaiii please send 190000 rupees,like app yrr bhaiii please send 190000 rupees,NEGATIVE,0.904,True,like app yrr bhaiii please send 190000 rupees
last 9 months facing bad network issues broadband connection internet speed mostly much slower speed per year subscribed planwhen using internet gets disconnected frequently disappointed say mywprldlink network company service poor expected hope look internet problem seriously try fix problem permanently avoid inconvenience,last 9 months facing bad network issues broadband connection internet speed mostly much slower speed per year subscribed planwhen using internet gets disconnected frequently disappointed say mywprldlink network company service poor expected hope look internet problem seriously try fix problem permanently avoid inconvenience,NEGATIVE,0.999,True,last 9 months facing bad network issues broadband connection internet speed mostly much slower speed per year subscribed planwhen using internet gets disconnected frequently disappointed say mywprldlink network company service poor expected hope look internet problem seriously try fix problem permanently avoid inconvenience
need improve satisfied,need improve satisfied,POSITIVE,0.967,True,need improve satisfied
want give three many bugs related device filtering band sterring suggest fix asap,want give three many bugs related device filtering band sterring suggest fix asap,NEGATIVE,0.998,True,want give three many bugs related device filtering band sterring suggest fix asap
please need speed n good quality network,please need speed n good quality network,NEGATIVE,0.913,True,please need speed n good quality network
app needs lots improvements interfaceits app loading timeetc look connected devicesthere tooks lots times displayhope team fix soon,app needs lots improvements interfaceits app loading timeetc look connected devicesthere tooks lots times displayhope team fix soon,NEGATIVE,0.995,True,app needs lots improvements interfaceits app loading timeetc look connected devicesthere tooks lots times displayhope team fix soon
app good also bad bcz dont need go chrome managing setting internet app problem app slow sometimw wont refresh also next thing complain something internet replie come solved problem r solved think read complaint nicely rep without solving anything send msg solved rating 3 star,app good also bad bcz dont need go chrome managing setting internet app problem app slow sometimw wont refresh also next thing complain something internet replie come solved problem r solved think read complaint nicely rep without solving anything send msg solved rating 3 star,NEGATIVE,0.988,True,
app slow hell internat much thing phishing scam may first suscription theyll give standard rate speed subscribtion goes older wont listen single piece sht matter copmlain action taken aware apps reply saying please contact dm another trap show new users care customer dont,app slow hell internat much thing phishing scam may first suscription theyll give standard rate speed subscribtion goes older wont listen single piece sht matter copmlain action taken aware apps reply saying please contact dm another trap show new users care customer dont,NEGATIVE,0.998,True,app slow hell internat much thing phishing scam may first suscription theyll give standard rate speed subscribtion goes older wont listen single piece sht matter copmlain action taken aware apps reply saying please contact dm another trap show new users care customer dont
hello dear worldlink team iam supports please want wifi password dont wifi please give wifi password,hello dear worldlink team iam supports please want wifi password dont wifi please give wifi password,NEGATIVE,0.989,True,hello dear worldlink team iam supports please want wifi password dont wifi please give wifi password
app helpful mac filtering done app app always shows something went wrong please fix,app helpful mac filtering done app app always shows something went wrong please fix,NEGATIVE,0.998,True,app helpful mac filtering done app app always shows something went wrong please fix
really bad experience world link regarding setup box connection 5 days told someone call shortly call whatsoever make call constantly told ticket cancelled due system complications 4 times made call yet issue hasnt fixed never disappointed worldlink service terrible terrible experience,really bad experience world link regarding setup box connection 5 days told someone call shortly call whatsoever make call constantly told ticket cancelled due system complications 4 times made call yet issue hasnt fixed never disappointed worldlink service terrible terrible experience,NEGATIVE,0.993,True,
5g net scamactually working one roomevery time gets disconnected maintenance needed getting free network paying one house need secondary router,5g net scamactually working one roomevery time gets disconnected maintenance needed getting free network paying one house need secondary router,NEGATIVE,0.993,True,
worst customer service internet since 5 days support team fix yet expensivr internet plus slower internet expiry date near repeatedly call recharge pay bill fast garbage worst service never join internet youll regret,worst customer service internet since 5 days support team fix yet expensivr internet plus slower internet expiry date near repeatedly call recharge pay bill fast garbage worst service never join internet youll regret,NEGATIVE,0.999,True,worst customer service internet since 5 days support team fix yet expensivr internet plus slower internet expiry date near repeatedly call recharge pay bill fast garbage worst service never join internet youll regret
useful app sending verification code gmail id world link fix issue,useful app sending verification code gmail id world link fix issue,NEGATIVE,0.642,True,useful app sending verification code gmail id world link fix issue
5 star service excellent customer service super problem solving client hearing etc internet speed also good however mobile app myworldlink need improve per reviews various customer need upgrade app earliest many functions working slow etc worldlink internet service excellent confusion please,5 star service excellent customer service super problem solving client hearing etc internet speed also good however mobile app myworldlink need improve per reviews various customer need upgrade app earliest many functions working slow etc worldlink internet service excellent confusion please,POSITIVE,0.802,True,5 star service excellent customer service super problem solving client hearing etc internet speed also good however mobile app myworldlink need improve per reviews various customer need upgrade app earliest many functions working slow etc worldlink internet service excellent confusion please
slowplease improve,slowplease improve,POSITIVE,0.988,True,slowplease improve
connected devices showing latest update please fix,connected devices showing latest update please fix,NEGATIVE,0.867,True,connected devices showing latest update please fix
could give negative star worst internet ever wifi speed way slow auto discount wish competitor comes lead market worldlink plays monopoly staffs comes everyday area,could give negative star worst internet ever wifi speed way slow auto discount wish competitor comes lead market worldlink plays monopoly staffs comes everyday area,NEGATIVE,1.0,True,
1 downloads still 27 rating nepals largest isp means seriously need work app improved still photos xito vanekai worldlink app page playstore good lazy,1 downloads still 27 rating nepals largest isp means seriously need work app improved still photos xito vanekai worldlink app page playstore good lazy,POSITIVE,0.716,True,
sometimes app dont work got problem open app please fix issue soon possible otherwise remove wifi get new one,sometimes app dont work got problem open app please fix issue soon possible otherwise remove wifi get new one,NEGATIVE,0.997,True,sometimes app dont work got problem open app please fix issue soon possible otherwise remove wifi get new one
please fast work,please fast work,POSITIVE,1.0,True,please fast work
app working device even seen rotating half hour problem fixed give comfort customer using application,app working device even seen rotating half hour problem fixed give comfort customer using application,NEGATIVE,0.985,True,
edit love developers app actually listened pushed update fixed everything even improved ui see router status app thank much,edit love developers app actually listened pushed update fixed everything even improved ui see router status app thank much,POSITIVE,0.977,True,
worldlink webside good staff work worldlink office poor call 14time 1 problem also fix problem,worldlink webside good staff work worldlink office poor call 14time 1 problem also fix problem,NEGATIVE,0.996,True,worldlink webside good staff work worldlink office poor call 14time 1 problem also fix problem
xhamset please search chrome,xhamset please search chrome,POSITIVE,0.621,True,xhamset please search chrome
either u fix lag problem remove hawa app cant express anger comment section irritating net irritating app,either u fix lag problem remove hawa app cant express anger comment section irritating net irritating app,NEGATIVE,0.999,True,either u fix lag problem remove hawa app cant express anger comment section irritating net irritating app
working months ago unable open several days please fix problem soon,working months ago unable open several days please fix problem soon,NEGATIVE,0.999,True,working months ago unable open several days please fix problem soon
app amazing plz add something new features next moneys finished net serving,app amazing plz add something new features next moneys finished net serving,POSITIVE,0.998,True,app amazing plz add something new features next moneys finished net serving
worst app everin nepal need another one dang,worst app everin nepal need another one dang,NEGATIVE,1.0,True,
plz add logout feature app,plz add logout feature app,NEGATIVE,0.919,True,plz add logout feature app
worldlink wifi working properly dont know happening fixed,worldlink wifi working properly dont know happening fixed,NEGATIVE,0.994,True,
notifications dont load fixed,notifications dont load fixed,NEGATIVE,0.999,True,
network bad network signal much nice play game internet say internet offline world link fix problem soon possible network slow well,network bad network signal much nice play game internet say internet offline world link fix problem soon possible network slow well,NEGATIVE,0.999,True,network bad network signal much nice play game internet say internet offline world link fix problem soon possible network slow well
developer focus back end app fix bugs sometimes connect server,developer focus back end app fix bugs sometimes connect server,NEGATIVE,0.997,True,developer focus back end app fix bugs sometimes connect server
hate app doesnt open keep loading net also slow worldlink hasnt need work app internet speed,hate app doesnt open keep loading net also slow worldlink hasnt need work app internet speed,NEGATIVE,0.997,True,
handy app user friendly options users needs,handy app user friendly options users needs,POSITIVE,0.993,True,handy app user friendly options users needs
app slow cant even explain many bugs sorted like active clients feature doesnt work properly cant access router directly app provides irritating experience management see easy get wont able work properly needs lot improvements,app slow cant even explain many bugs sorted like active clients feature doesnt work properly cant access router directly app provides irritating experience management see easy get wont able work properly needs lot improvements,NEGATIVE,0.999,True,app slow cant even explain many bugs sorted like active clients feature doesnt work properly cant access router directly app provides irritating experience management see easy get wont able work properly needs lot improvements
days hard call phone wifi working need address asap,days hard call phone wifi working need address asap,NEGATIVE,0.994,True,
worst ever network service provider using world link 15 years never satisfied internet speed currently using 200mbps plan 3 months got lot issue every day new issue created sometimes speed problem sometimes network disturb name 200 mbps even dont give 30mbps improvement world link waste money,worst ever network service provider using world link 15 years never satisfied internet speed currently using 200mbps plan 3 months got lot issue every day new issue created sometimes speed problem sometimes network disturb name 200 mbps even dont give 30mbps improvement world link waste money,NEGATIVE,0.999,True,
hello sir app worked phone install open app touch options app problem came new update many times uninstalled cleared data nothing happened please fix problem,hello sir app worked phone install open app touch options app problem came new update many times uninstalled cleared data nothing happened please fix problem,NEGATIVE,0.999,True,hello sir app worked phone install open app touch options app problem came new update many times uninstalled cleared data nothing happened please fix problem
said paid 3 months ill get 1 month free paid 3 months havent gotten 1 month free ive extending account since 3 days today shouldnt get 1 month free app said paid rs 3560 15 mbps 3 months super irresponsible company big act neglecting,said paid 3 months ill get 1 month free paid 3 months havent gotten 1 month free ive extending account since 3 days today shouldnt get 1 month free app said paid rs 3560 15 mbps 3 months super irresponsible company big act neglecting,NEGATIVE,0.999,True,
please make able see worldlink hotspot location worldlink app nearest surroundings location wise app feature benifit worldlink customers travel different destination set worldlink higher popular apart isp thank,please make able see worldlink hotspot location worldlink app nearest surroundings location wise app feature benifit worldlink customers travel different destination set worldlink higher popular apart isp thank,POSITIVE,0.996,True,please make able see worldlink hotspot location worldlink app nearest surroundings location wise app feature benifit worldlink customers travel different destination set worldlink higher popular apart isp thank
negative rating option would given 10 rubbish appinternet app trash verification code didnt came app get closed automatically alot bugs internet slow usual need mention thing right last would like give humble opinion guys never try worldlink rather go cg net vianet thanks useless app occupied storage non anything,negative rating option would given 10 rubbish appinternet app trash verification code didnt came app get closed automatically alot bugs internet slow usual need mention thing right last would like give humble opinion guys never try worldlink rather go cg net vianet thanks useless app occupied storage non anything,NEGATIVE,0.999,True,
dont like app looks bad needs updated great beautiful ui app functions properly unable change wifi password please make better functional,dont like app looks bad needs updated great beautiful ui app functions properly unable change wifi password please make better functional,NEGATIVE,0.999,True,dont like app looks bad needs updated great beautiful ui app functions properly unable change wifi password please make better functional
please solve device feltering problem soon possible automatically,please solve device feltering problem soon possible automatically,NEGATIVE,0.997,True,please solve device feltering problem soon possible automatically
worst internet ever used proper facilities useri reporting problems since long customer service also always busyi thinking change internetwhen want add offers call us problems regarding internet dont receive call say fix problems minutes dont like kind activities nowadays lots problems regarding internet service,worst internet ever used proper facilities useri reporting problems since long customer service also always busyi thinking change internetwhen want add offers call us problems regarding internet dont receive call say fix problems minutes dont like kind activities nowadays lots problems regarding internet service,NEGATIVE,1.0,True,worst internet ever used proper facilities useri reporting problems since long customer service also always busyi thinking change internetwhen want add offers call us problems regarding internet dont receive call say fix problems minutes dont like kind activities nowadays lots problems regarding internet service
app doesnt open doesnt load main screen update jun 25 2023 pls fix,app doesnt open doesnt load main screen update jun 25 2023 pls fix,NEGATIVE,0.991,True,app doesnt open doesnt load main screen update jun 25 2023 pls fix
worst app ever need reinstall everytime open doesnt open time,worst app ever need reinstall everytime open doesnt open time,NEGATIVE,1.0,True,
slow working need function,slow working need function,NEGATIVE,0.999,True,
many bugs whiteblack listing mac address doesnt work properly slow sometimes app doesnt open,many bugs whiteblack listing mac address doesnt work properly slow sometimes app doesnt open,NEGATIVE,1.0,True,
minus rating would given offered scheme one month free 3 months payment done didnt added extra one month 3 months expired asked pay one month would add extra one month pay another one month still problem prevails also visited office several times didnt respond query irresponsible huge company,minus rating would given offered scheme one month free 3 months payment done didnt added extra one month 3 months expired asked pay one month would add extra one month pay another one month still problem prevails also visited office several times didnt respond query irresponsible huge company,NEGATIVE,0.997,True,minus rating would given offered scheme one month free 3 months payment done didnt added extra one month 3 months expired asked pay one month would add extra one month pay another one month still problem prevails also visited office several times didnt respond query irresponsible huge company
band steering button app workingpoease fix turn,band steering button app workingpoease fix turn,NEGATIVE,0.985,True,band steering button app workingpoease fix turn
internet slow app doesnt run loads loads fix app problem,internet slow app doesnt run loads loads fix app problem,NEGATIVE,0.997,True,internet slow app doesnt run loads loads fix app problem
worst service daysshould call center almost daily restoration network hard operate laptop 3 mobileswould rate 0 possible,worst service daysshould call center almost daily restoration network hard operate laptop 3 mobileswould rate 0 possible,NEGATIVE,1.0,True,
good internet always come minor problem cant solve need apologise thank,good internet always come minor problem cant solve need apologise thank,POSITIVE,0.976,True,
bad app connect first time use 1 month speed slow fix 1month issu need speed fast like first time router bye speed,bad app connect first time use 1 month speed slow fix 1month issu need speed fast like first time router bye speed,NEGATIVE,0.998,True,bad app connect first time use 1 month speed slow fix 1month issu need speed fast like first time router bye speed
changing router 5g network internet became slower please fix soon possible,changing router 5g network internet became slower please fix soon possible,NEGATIVE,0.99,True,changing router 5g network internet became slower please fix soon possible
sir net slow improve network network give good response,sir net slow improve network network give good response,POSITIVE,0.983,True,sir net slow improve network network give good response
world link app functioning properly become logout automatically also people also login easy please try fix make system log one device somebody login need special code anything dont make system one device another device need permission wish us,world link app functioning properly become logout automatically also people also login easy please try fix make system log one device somebody login need special code anything dont make system one device another device need permission wish us,NEGATIVE,0.99,True,world link app functioning properly become logout automatically also people also login easy please try fix make system log one device somebody login need special code anything dont make system one device another device need permission wish us
app worthless internet trash thing app dissapoint us paying rs17000 isp trash think worldlink improve internet first promote trash app,app worthless internet trash thing app dissapoint us paying rs17000 isp trash think worldlink improve internet first promote trash app,NEGATIVE,0.999,True,app worthless internet trash thing app dissapoint us paying rs17000 isp trash think worldlink improve internet first promote trash app
good cant choose subscription time choose three month subscription despite wish app,good cant choose subscription time choose three month subscription despite wish app,NEGATIVE,0.794,True,
raughat ko garuda worldlink le thag ne garcha naam ko 100mbps dincha rs 1250 youtube video chal cha 240p360p always buffering videochor company tv add din cha rs 1200ma 200 mbpspahila subisu use gar thiyo 30mbps din thiyo jahile pani 720p1080p chal thiyo buffering worldlink ko naam dherai sune ko thiyo tesaile net jore chor company userchandan prasad sah,raughat ko garuda worldlink le thag ne garcha naam ko 100mbps dincha rs 1250 youtube video chal cha 240p360p always buffering videochor company tv add din cha rs 1200ma 200 mbpspahila subisu use gar thiyo 30mbps din thiyo jahile pani 720p1080p chal thiyo buffering worldlink ko naam dherai sune ko thiyo tesaile net jore chor company userchandan prasad sah,NEGATIVE,0.997,True,raughat ko garuda worldlink le thag ne garcha naam ko 100mbps dincha rs 1250 youtube video chal cha 240p360p always buffering videochor company tv add din cha rs 1200ma 200 mbpspahila subisu use gar thiyo 30mbps din thiyo jahile pani 720p1080p chal thiyo buffering worldlink ko naam dherai sune ko thiyo tesaile net jore chor company userchandan prasad sah
worst support birgunj branch recommend please dont use service worldlink online representative also responding vishes_fpokr user id check many times raised tickets problem,worst support birgunj branch recommend please dont use service worldlink online representative also responding vishes fpokr user id check many times raised tickets problem,NEGATIVE,0.999,True,worst support birgunj branch recommend please dont use service worldlink online representative also responding vishes_fpokr user id check many times raised tickets problem
fix problem playing games ping highso hope worldlink fix problem,fix problem playing games ping highso hope worldlink fix problem,NEGATIVE,0.999,True,fix problem playing games ping highso hope worldlink fix problem
give rate poor connection improve service otherwise going disconnect world link connectionbecause nowadays worldlink making irritatedso please improve service,give rate poor connection improve service otherwise going disconnect world link connectionbecause nowadays worldlink making irritatedso please improve service,NEGATIVE,0.664,True,give rate poor connection improve service otherwise going disconnect world link connectionbecause nowadays worldlink making irritatedso please improve service
lot space improve app,lot space improve app,POSITIVE,0.999,True,lot space improve app
much improvement needed features concepts good needed work,much improvement needed features concepts good needed work,POSITIVE,0.986,True,
worst app experience please work app performance renposiveness,worst app experience please work app performance renposiveness,NEGATIVE,1.0,True,worst app experience please work app performance renposiveness
app good time customer service bad bad theyll make angry pick phone keep hold balance finish didnt cut customer service im giving 1 star otherwise app good bad good talk nicely fix problem give 1 star nice,app good time customer service bad bad theyll make angry pick phone keep hold balance finish didnt cut customer service im giving 1 star otherwise app good bad good talk nicely fix problem give 1 star nice,NEGATIVE,0.55,True,app good time customer service bad bad theyll make angry pick phone keep hold balance finish didnt cut customer service im giving 1 star otherwise app good bad good talk nicely fix problem give 1 star nice
yo sometimes like internet available add whitelist device block add blacklist open like vip fix glitch many times internet avabile,yo sometimes like internet available add whitelist device block add blacklist open like vip fix glitch many times internet avabile,NEGATIVE,0.994,True,yo sometimes like internet available add whitelist device block add blacklist open like vip fix glitch many times internet avabile
world link worst net company world link net slow im playing game watching tik tok would advise fix net problem thanks,world link worst net company world link net slow im playing game watching tik tok would advise fix net problem thanks,NEGATIVE,0.999,True,world link worst net company world link net slow im playing game watching tik tok would advise fix net problem thanks
think hearing users problem improve net issue say sorry apologize done soon dont face useless noet issue think pay nothing data far better net,think hearing users problem improve net issue say sorry apologize done soon dont face useless noet issue think pay nothing data far better net,NEGATIVE,0.998,True,think hearing users problem improve net issue say sorry apologize done soon dont face useless noet issue think pay nothing data far better net
new years ko wish garnu vanda net service ramro dine gar janta ko paisa khao xa ani net quaility chai zero chharate 0 dinu hunthyo tyo pane dherey hunxa,new years ko wish garnu vanda net service ramro dine gar janta ko paisa khao xa ani net quaility chai zero chharate 0 dinu hunthyo tyo pane dherey hunxa,NEGATIVE,0.998,True,
please add wifi channel selection,please add wifi channel selection,NEGATIVE,0.746,True,please add wifi channel selection
third class app working mobile complain many time problem fix,third class app working mobile complain many time problem fix,NEGATIVE,0.998,True,third class app working mobile complain many time problem fix
worst app ever need doesnt open,worst app ever need doesnt open,NEGATIVE,1.0,True,
